Name, No. Methods, LCOM, AVCC, NOS, HBUG, HEFF, UWCS, INST, PACK, RFC, CBO, MI, CCML, NLOC, RVF, LCOM2, MAXCC, R-R, NSUB, NSUP, NCO, FOUT, DIT, CCOM, COH, S-R, Superclass, MINC, EXT, INTR, MPC, HVOL, HIER, HLTH, SIX, TCC, NQU, F-IN, MOD, LMC
"TestPropertiesConfiguration$MockHttpURLStreamHandler",3,0.50,1.00,12,0.08,1006.73,6,3,37,3,0,168.31,6,21,4.00,0.00,1,0.50,0,1,1,0,2,1,0.67,0.00,java.net.URLStreamHandler,128.42,0,0,0,239.31,0,63,0.00,3,2,0,1,0
"TestPropertiesConfiguration$PropertiesConfiguration.IOFactory",2,0.00,1.00,5,0.06,794.59,2,0,37,2,1,135.46,0,15,6.00,2.00,1,0.00,0,0,0,1,1,0,0.00,0.00,java.lang.Object,135.46,0,0,0,166.87,0,40,0.00,2,2,0,2,0
"TestPropertiesConfiguration$PropertiesConfiguration.IOFactory_0",2,0.00,1.50,9,0.09,1921.12,2,0,37,2,1,122.80,0,24,7.00,2.00,2,0.00,0,0,0,1,1,0,0.00,0.00,java.lang.Object,122.80,0,0,0,282.79,0,62,0.00,3,2,0,2,0
"TestPropertiesConfiguration$PropertiesReaderTestImpl",4,0.17,1.00,13,0.09,999.76,6,2,37,4,0,176.57,7,27,2.00,0.00,1,0.50,0,1,1,0,2,1,0.62,0.00,PropertiesConfiguration.PropertiesReader,132.79,0,0,0,258.93,0,71,0.00,4,3,0,2,0
"TestPropertiesConfiguration$PropertiesWriterTestImpl",1,0.00,1.00,3,0.03,282.16,1,0,37,1,1,115.80,5,8,0.00,0.00,1,0.50,0,1,1,1,2,1,0.00,0.00,PropertiesConfiguration.PropertiesWriter,133.68,0,0,0,80.23,0,23,0.00,1,0,0,2,0
"TestPropertiesConfigurationEvents",1,0.00,1.00,3,0.02,153.30,1,0,2,1,3,103.54,6,9,3.00,1.00,1,0.50,0,1,0,3,2,1,0.00,0.00,org.apache.commons.configuration2.event.AbstractTestConfigurationEvents,135.76,0,0,0,49.51,0,16,0.18,1,1,0,1,0
"TestPropertiesConfigurationLayout",42,0.36,1.05,292,4.25,94050.80,50,8,17,43,7,118.41,157,498,22.00,0.00,2,0.00,0,0,41,7,1,43,0.48,0.00,java.lang.Object,112.96,1,0,1,12736.44,6,2578,0.00,44,1,0,1,3
"TestPropertiesConfigurationLayout$LayoutTestConfiguration",1,0.00,3.00,9,0.10,1819.26,2,1,17,1,2,59.05,9,19,8.00,0.00,3,0.80,0,4,0,2,5,2,1.00,0.00,org.apache.commons.configuration2.PropertiesConfiguration,109.04,0,0,0,291.70,2,63,0.00,3,1,0,1,0
"TestPropertiesConfigurationLayout$PropertiesBuilder",5,0.12,1.40,19,0.18,3720.23,7,2,17,6,0,89.67,32,39,5.00,0.00,3,0.00,0,0,3,0,1,6,0.60,0.00,java.lang.Object,126.44,1,0,1,551.77,0,137,0.00,7,2,0,1,0
"TestPropertiesSequence",3,0.00,3.67,79,1.43,83671.95,3,0,9,3,7,122.05,6,94,74.00,3.00,7,0.00,0,0,3,7,1,1,0.00,0.00,java.lang.Object,82.16,0,0,0,4294.59,2,722,0.00,11,0,0,1,0
"TestPropertyConverter",26,0.84,1.00,70,1.09,16545.74,27,1,10,26,3,147.69,85,159,16.00,106.00,1,0.00,0,0,26,3,1,22,0.19,0.00,java.lang.Object,132.65,0,0,0,3257.93,2,750,0.00,26,0,0,1,0
"TestPropertyConverter$Object",1,0.00,1.00,3,0.01,99.66,1,0,10,1,0,137.23,0,8,1.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,137.23,0,0,0,33.22,0,10,0.00,1,1,0,2,0
"TestPropertyListConfiguration",27,0.03,1.22,181,2.99,115120.35,30,3,28,29,10,147.97,59,284,22.00,0.00,6,0.00,0,0,26,10,1,22,0.31,0.00,java.lang.Object,111.31,2,0,2,8966.35,5,1716,0.00,33,1,0,1,3
"TestPropertyListConfigurationEvents",1,0.00,2.00,8,0.08,1810.53,2,1,6,2,7,78.98,6,19,10.00,0.00,2,0.67,0,2,0,7,3,1,1.00,0.00,org.apache.commons.configuration2.plist.AbstractTestPListEvents,111.20,1,0,1,236.09,0,54,0.23,2,1,0,1,0
"TestPropertyListParser",4,0.00,1.00,29,0.48,13117.52,5,1,6,5,0,160.99,4,43,8.00,0.00,1,0.00,0,0,4,0,1,1,1.00,0.00,java.lang.Object,110.99,1,0,1,1432.76,1,292,0.00,4,0,0,1,0
"TestProvidedURLLocationStrategy",3,0.00,1.00,15,0.22,3563.23,4,1,7,3,5,120.72,12,29,12.00,0.00,1,0.00,0,0,3,5,1,3,1.00,0.00,java.lang.Object,120.48,0,0,0,648.60,2,137,0.00,3,0,0,1,0
"TestQueryResult",10,0.31,1.00,50,0.70,18761.03,14,4,8,10,3,127.17,36,101,16.00,0.00,1,0.00,0,0,10,3,1,10,0.53,0.00,java.lang.Object,118.92,0,0,0,2110.62,6,462,0.00,10,0,0,1,0
"TestReadWriteSynchronizer",4,1.00,2.25,67,0.67,35343.59,5,1,6,4,2,61.53,24,78,23.00,6.00,5,0.00,0,0,3,2,1,5,0.25,0.00,java.lang.Object,93.75,0,0,0,2014.58,1,391,0.00,9,1,0,1,1
"TestReadWriteSynchronizer$Account",2,0.00,1.00,6,0.03,221.06,3,1,6,2,0,94.59,14,12,0.00,0.00,1,0.00,0,0,1,0,1,3,1.00,0.00,java.lang.Object,136.88,0,0,0,77.12,0,25,0.00,2,1,0,2,0
"TestReadWriteSynchronizer$ReaderThread",3,0.62,1.67,21,0.14,2577.95,7,4,6,3,1,69.36,23,31,2.00,0.00,3,0.50,0,1,2,1,2,4,0.67,0.00,java.lang.Thread,115.99,0,0,0,426.36,1,99,0.00,5,1,0,2,0
"TestReadWriteSynchronizer$UpdateThread",2,1.60,2.00,29,0.26,9133.57,7,5,6,2,1,54.27,22,43,8.00,0.00,3,0.50,0,1,2,1,2,3,1.00,0.00,java.lang.Thread,98.40,0,0,0,787.41,0,160,0.00,4,0,0,2,0
"TestReloadingBuilderSupportListener",2,0.00,1.00,24,0.39,11256.98,2,0,10,2,11,75.41,11,44,26.00,2.00,1,0.00,0,0,2,11,1,3,0.00,0.00,java.lang.Object,100.98,0,0,0,1176.70,1,217,0.00,2,0,0,1,0
"TestReloadingCombinedConfigurationBuilder",6,0.00,1.00,40,0.68,16233.33,7,1,16,6,11,113.24,24,91,21.00,0.00,1,0.00,0,0,6,11,1,6,1.00,0.00,java.lang.Object,113.01,0,0,0,2052.92,3,393,0.00,6,0,0,1,0
"TestReloadingCombinedConfigurationBuilderFileBased",12,0.08,1.42,107,1.82,70523.36,18,6,33,13,23,62.00,86,184,25.00,44.00,3,0.00,0,0,9,23,1,13,0.24,0.00,java.lang.Object,105.55,1,0,1,5469.59,2,989,0.00,17,3,0,1,6
"TestReloadingCombinedConfigurationBuilderFileBased$ConstantConfigurationBuilder",2,0.00,1.00,7,0.05,601.91,3,1,33,2,3,177.92,3,16,0.00,0.00,1,0.50,0,1,1,3,2,1,1.00,0.00,org.apache.commons.configuration2.builder.BasicConfigurationBuilder,130.96,0,0,0,137.63,0,39,0.05,2,1,0,2,0
"TestReloadingCombinedConfigurationBuilderFileBased$ReloadThread",2,0.75,2.50,22,0.21,7082.27,6,4,33,2,1,113.92,7,38,7.00,0.00,4,0.50,0,1,2,1,2,1,0.62,0.00,org.apache.commons.configuration2.Thread,103.63,0,0,0,638.70,0,135,0.00,5,0,0,2,0
"TestReloadingCombinedConfigurationBuilderFileBased$ReloadingDetectorFactory",1,0.00,1.00,3,0.03,375.29,1,0,33,1,4,132.70,0,11,6.00,1.00,1,0.00,0,0,0,4,1,0,0.00,0.00,java.lang.Object,132.70,0,0,0,83.40,0,20,0.00,1,1,0,2,0
"TestReloadingCombinedConfigurationBuilderFileBased$ReloadingDetectorFactory_0",1,0.00,1.00,3,0.03,375.29,1,0,33,1,4,132.70,0,11,6.00,1.00,1,0.00,0,0,0,4,1,0,0.00,0.00,java.lang.Object,132.70,0,0,0,83.40,0,20,0.00,1,1,0,2,0
"TestReloadingController",12,0.45,1.00,67,1.03,25972.48,13,1,11,12,5,115.25,49,109,16.00,0.00,1,0.00,0,0,10,5,1,12,0.58,0.00,java.lang.Object,116.64,0,0,0,3098.02,4,614,0.00,12,2,0,1,3
"TestReloadingController$IAnswer<Object>",1,0.00,1.00,4,0.04,486.22,1,0,11,1,1,127.15,0,9,8.00,1.00,1,0.00,0,0,0,1,1,0,0.00,0.00,java.lang.Object,127.15,0,0,0,108.05,0,25,0.00,1,1,0,2,0
"TestReloadingFileBasedConfigurationBuilder",9,0.00,1.00,81,1.28,37796.35,9,0,14,9,10,100.49,39,146,22.00,9.00,1,0.00,0,0,9,10,1,10,0.00,0.00,java.lang.Object,106.64,0,0,0,3834.61,5,744,0.00,9,0,0,1,0
"TestReloadingFileBasedConfigurationBuilder$ReloadingFileBasedConfigurationBuilderTestImpl",3,0.25,1.00,11,0.07,841.89,5,2,14,3,5,85.75,22,23,3.00,0.00,1,0.75,0,3,1,5,4,4,0.67,0.00,org.apache.commons.configuration2.builder.ReloadingFileBasedConfigurationBuilder,130.44,0,0,0,217.08,0,58,0.00,3,2,0,2,0
"TestReloadingMultiFileConfigurationBuilder",6,0.00,1.50,68,1.06,37832.89,6,0,18,6,11,95.25,26,126,21.00,6.00,2,0.50,0,1,6,11,2,7,0.00,0.00,org.apache.commons.configuration2.builder.combined.AbstractMultiFileConfigurationBuilderTest,101.40,0,0,0,3172.09,6,589,0.00,9,0,0,1,0
"TestReloadingMultiFileConfigurationBuilder$ReloadingMultiFileConfigurationBuilderTestImpl",3,0.00,1.00,11,0.17,4107.75,4,1,18,3,6,88.96,19,24,17.00,0.00,1,0.75,0,3,1,6,4,3,1.00,0.00,org.apache.commons.configuration2.builder.combined.ReloadingMultiFileConfigurationBuilder,125.02,0,0,0,498.53,1,110,0.00,3,2,0,2,0
"TestReloadingMultiFileConfigurationBuilder$ReloadingMultiFileConfigurationBuilderTestImpl$ReloadingFileBasedConfigurationBuilder<XMLConfiguration>",1,0.00,1.00,3,0.01,99.66,1,0,18,1,1,137.23,0,9,1.00,1.00,1,0.00,0,0,0,1,1,0,0.00,0.00,java.lang.Object,137.23,0,0,0,33.22,0,10,0.00,1,1,0,2,0
"TestServletConfiguration",4,0.00,1.00,17,0.23,5690.79,4,0,8,4,4,169.47,6,32,7.00,4.00,1,0.50,0,1,2,4,2,2,0.00,0.00,org.apache.commons.configuration2.TestAbstractConfiguration,122.50,0,0,0,702.35,2,150,0.44,4,2,0,1,0
"TestServletConfiguration$HttpServlet",1,1.00,1.00,4,0.01,111.27,2,1,8,1,0,152.81,3,8,1.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,132.20,0,0,0,44.83,0,15,0.00,1,1,0,3,0
"TestServletContextConfiguration",4,0.00,1.00,21,0.40,13015.48,4,0,12,4,4,146.97,10,34,8.00,4.00,1,0.50,0,1,2,4,2,6,0.00,0.00,org.apache.commons.configuration2.TestAbstractConfiguration,116.25,0,0,0,1203.71,2,231,0.44,4,2,0,1,0
"TestServletContextConfiguration$HttpServlet",1,1.00,1.00,4,0.01,111.27,2,1,12,1,0,152.81,3,9,1.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,132.20,0,0,0,44.83,0,15,0.00,1,1,0,3,0
"TestServletContextConfiguration$MockServletContext",2,0.00,1.00,5,0.04,657.75,2,0,12,2,0,136.10,0,13,4.00,2.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,136.10,0,0,0,127.24,0,33,0.00,2,2,0,2,0
"TestServletContextConfiguration$MockServletContext_0",1,0.00,1.00,3,0.02,396.00,1,0,12,1,0,132.52,0,8,5.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,132.52,0,0,0,72.00,0,18,0.00,1,1,0,2,0
"TestServletFilterConfiguration",4,0.00,1.00,16,0.18,3446.99,4,0,8,4,4,172.16,6,32,6.00,4.00,1,0.50,0,1,2,4,2,1,0.00,0.00,org.apache.commons.configuration2.TestAbstractConfiguration,125.20,0,0,0,528.96,2,123,0.44,4,2,0,1,0
"TestServletFilterConfiguration$MockFilterConfig",5,0.50,1.00,12,0.10,1279.56,6,1,8,6,0,137.62,0,28,4.00,2.00,1,0.00,0,0,1,0,1,0,0.60,0.00,java.lang.Object,137.62,1,1,1,296.82,0,82,0.00,5,4,0,1,0
"TestServletRequestConfiguration",6,0.00,1.17,35,0.57,19227.33,6,0,13,6,7,141.97,16,53,15.00,6.00,2,0.50,0,1,3,7,2,3,0.00,0.00,org.apache.commons.configuration2.TestAbstractConfiguration,114.55,0,0,0,1716.39,3,345,0.40,7,3,0,1,1
"TestServletRequestConfiguration$MockHttpServletRequest",2,0.00,1.00,5,0.04,538.40,2,0,13,2,0,136.79,0,13,4.00,2.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,136.79,0,0,0,115.14,0,31,0.00,2,2,0,2,0
"TestServletRequestConfiguration$MockHttpServletRequest_0",2,0.00,1.00,5,0.05,754.03,2,0,13,2,1,135.64,0,13,5.00,2.00,1,0.00,0,0,0,1,1,0,0.00,0.00,java.lang.Object,135.64,0,0,0,136.74,0,35,0.00,2,2,0,2,0
"TestStrictConfigurationComparator",2,1.00,1.00,23,0.29,9546.35,4,2,3,4,4,52.24,18,43,4.00,0.00,1,0.00,0,0,2,4,1,6,1.00,0.00,java.lang.Object,102.23,2,0,2,862.13,2,181,0.00,2,0,0,1,0
"TestSubnodeConfiguration",32,0.10,1.06,181,2.33,46390.63,36,4,23,33,17,117.41,129,310,17.00,0.00,2,0.00,0,0,30,17,1,32,0.34,0.00,java.lang.Object,117.79,1,0,1,6979.34,4,1453,0.00,34,2,0,1,6
"TestSubnodeConfiguration$Lookup",1,0.00,1.00,3,0.02,345.20,1,0,23,1,0,132.99,0,6,2.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,132.99,0,0,0,64.73,0,17,0.00,1,1,0,2,0
"TestSubsetConfiguration",21,0.50,1.14,161,2.31,56933.67,23,2,20,21,12,155.64,35,249,22.00,40.00,3,0.00,0,0,21,12,1,15,0.02,0.00,java.lang.Object,110.70,0,0,0,6915.26,6,1390,0.00,24,0,0,1,0
"TestSubsetConfiguration$Lookup",1,0.00,1.00,3,0.02,345.20,1,0,20,1,0,132.99,0,6,2.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,132.99,0,0,0,64.73,0,17,0.00,1,1,0,2,0
"TestSubsetConfigurationEvents",1,0.00,1.00,3,0.04,548.24,1,0,4,1,4,113.53,5,8,9.00,1.00,1,0.50,0,1,0,4,2,1,0.00,0.00,org.apache.commons.configuration2.event.AbstractTestConfigurationEvents,131.40,0,0,0,116.05,0,29,0.18,1,1,0,1,0
"TestSystemConfiguration",5,1.00,1.80,46,0.71,28153.45,6,1,12,6,5,113.35,18,74,21.00,8.00,5,0.00,0,0,5,5,1,4,0.20,0.00,java.lang.Object,105.10,1,0,1,2117.26,2,398,0.00,9,0,0,1,0
"TestSystemConfiguration$Thread",1,0.00,3.00,8,0.07,1536.32,1,0,12,1,0,111.53,0,20,5.00,1.00,3,0.00,0,0,1,0,1,0,0.00,0.00,java.lang.Object,111.53,0,0,0,201.74,0,44,0.00,3,0,0,2,0
"TestSystemPropertiesLookup",3,0.00,1.33,12,0.13,2553.24,4,1,5,3,2,125.40,12,22,6.00,0.00,2,0.00,0,0,3,2,1,3,1.00,0.00,java.lang.Object,125.16,0,0,0,395.43,2,91,0.00,4,0,0,1,0
"TestThreesomeConfiguration",4,0.00,1.00,18,0.22,4158.49,5,1,6,4,4,153.37,10,32,9.00,0.00,1,0.00,0,0,4,4,1,4,1.00,0.00,java.lang.Object,122.65,0,0,0,656.45,1,145,0.00,4,0,0,1,0
"TestTrackedNodeHandler",4,0.44,1.00,19,0.26,5248.28,7,3,5,4,3,131.27,14,35,10.00,0.00,1,0.00,0,0,4,3,1,3,0.67,0.00,java.lang.Object,120.97,0,0,0,787.52,1,172,0.00,4,0,0,1,0
"TestTrackedNodeModel",17,0.30,1.00,92,1.18,23109.96,22,5,8,17,9,128.43,60,159,19.00,0.00,1,0.00,0,0,15,9,1,16,0.48,0.00,java.lang.Object,118.74,0,0,0,3537.41,1,758,0.00,17,2,0,1,2
"TestTreeData",1,0.00,1.00,4,0.04,1097.13,1,0,0,1,4,74.37,9,9,7.00,1.00,1,0.50,0,1,0,4,2,2,0.00,0.00,org.apache.commons.configuration2.tree.AbstractImmutableNodeHandlerTest,124.37,0,0,0,129.01,0,32,0.00,1,1,0,1,0
"TestUnionCombiner",6,0.00,1.00,36,0.53,10237.20,6,0,5,6,5,107.07,27,77,5.00,10.00,1,0.50,0,1,5,5,2,7,0.00,0.00,org.apache.commons.configuration2.tree.AbstractCombinerTest,116.29,0,0,0,1588.56,3,321,0.20,6,1,0,1,0
"TestVFSFileHandlerReloadingDetector",7,0.28,1.00,47,0.73,18529.79,10,3,16,8,5,90.58,37,81,12.00,17.00,1,0.00,0,0,7,5,1,8,0.10,0.00,java.lang.Object,112.97,1,0,1,2186.06,2,445,0.00,7,0,0,1,1
"TestVFSFileHandlerReloadingDetector$VFSFileHandlerReloadingDetector",1,0.00,1.00,3,0.01,99.66,1,0,16,1,0,137.23,0,8,2.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,137.23,0,0,0,33.22,0,10,0.00,1,1,0,2,0
"TestVFSFileHandlerReloadingDetector$VFSFileHandlerReloadingDetector_0",1,0.00,1.00,3,0.01,99.66,1,0,16,1,0,137.23,0,8,1.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,137.23,0,0,0,33.22,0,10,0.00,1,1,0,2,0
"TestXMLBeanDeclaration",31,0.09,1.19,220,3.24,91845.44,42,11,12,31,6,103.30,138,347,23.00,0.00,2,0.00,0,0,30,6,1,32,0.18,0.00,java.lang.Object,111.64,0,0,0,9733.54,6,1919,0.00,37,1,0,1,3
"TestXMLBeanDeclaration$XMLBeanDeclaration",1,0.00,1.00,3,0.04,784.43,1,0,12,1,1,130.18,0,9,6.00,1.00,1,0.00,0,0,0,1,1,0,0.00,0.00,java.lang.Object,130.18,0,0,0,116.69,1,27,0.00,1,1,0,1,0
"TestXMLBeanDeclaration$XMLBeanDeclarationTestImpl",1,0.00,1.00,3,0.03,434.42,1,0,12,1,2,132.44,4,8,0.00,1.00,1,0.50,0,1,1,2,2,1,0.00,0.00,org.apache.commons.configuration2.beanutils.XMLBeanDeclaration,132.20,0,0,0,87.95,0,25,0.00,1,0,0,2,0
"TestXMLBuilderParametersImpl",9,0.00,1.00,55,0.90,23968.55,10,1,9,9,2,128.19,30,99,13.00,0.00,1,0.00,0,0,9,2,1,9,1.00,0.00,java.lang.Object,114.47,0,0,0,2692.89,2,533,0.00,9,0,0,1,0
"TestXMLConfiguration",103,0.03,1.12,794,10.31,284445.48,119,16,40,106,15,128.36,323,1211,17.00,0.00,4,0.00,0,0,99,15,1,100,0.09,0.00,java.lang.Object,110.56,3,0,3,30916.06,8,6210,0.00,115,4,0,1,7
"TestXMLConfiguration$DefaultHandler",1,0.00,1.00,3,0.02,266.51,1,0,40,1,0,133.87,0,7,4.00,1.00,1,0.00,0,0,1,0,1,0,0.00,0.00,java.lang.Object,133.87,0,0,0,57.11,0,15,0.00,1,0,0,2,0
"TestXMLConfiguration$ReloadThread",2,0.00,1.50,10,0.06,1007.63,3,1,40,2,1,170.27,3,16,1.00,0.00,2,0.50,0,1,2,1,2,1,1.00,0.00,org.apache.commons.configuration2.Thread,123.30,0,0,0,190.27,0,49,0.00,3,0,0,1,0
"TestXMLConfigurationEvents",1,0.00,1.00,3,0.02,153.30,1,0,2,1,3,117.89,5,9,3.00,1.00,1,0.67,0,2,0,3,3,1,0.00,0.00,org.apache.commons.configuration2.event.TestHierarchicalConfigurationEvents,135.76,0,0,0,49.51,0,16,0.17,1,1,0,1,0
"TestXMLConfiguration_605",11,0.00,1.00,52,0.58,12031.73,11,0,8,11,7,158.40,24,85,10.00,11.00,1,0.00,0,0,9,7,1,4,0.00,0.00,java.lang.Object,121.67,0,0,0,1744.03,1,391,0.00,11,2,0,1,2
"TestXMLDocumentHelper",18,0.41,1.33,106,1.45,37748.44,20,2,31,18,3,102.63,85,191,19.00,74.00,3,0.00,0,0,13,3,1,19,0.11,0.00,java.lang.Object,115.81,0,0,0,4344.50,7,893,0.00,24,5,0,1,5
"TestXMLListHandling",11,0.08,1.09,56,0.68,13298.35,16,5,15,11,6,95.20,60,93,14.00,6.00,2,0.00,0,0,8,6,1,11,0.27,0.00,java.lang.Object,120.11,0,0,0,2040.08,3,447,0.00,12,3,0,1,5
"TestXMLPropertiesConfiguration",5,0.12,1.00,63,1.07,25092.43,7,2,19,6,4,79.51,26,80,29.00,0.00,1,0.00,0,0,4,4,1,13,0.60,0.00,java.lang.Object,100.58,1,0,1,3221.32,2,569,0.00,5,1,0,1,1
"TestXMLPropertiesConfiguration$EntityResolver",1,0.00,1.00,3,0.04,619.35,1,0,19,1,0,130.99,0,9,8.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,130.99,0,0,0,114.69,1,27,0.00,1,1,0,2,0
"TestXMLPropertyListConfiguration",28,0.04,1.25,213,3.41,128833.67,30,2,30,29,7,124.44,91,329,22.00,0.00,6,0.00,0,0,28,7,1,30,0.54,0.00,java.lang.Object,109.00,1,0,1,10243.40,7,1932,0.00,35,0,0,1,3
"TestXMLPropertyListConfigurationEvents",1,0.00,2.00,8,0.08,1810.53,2,1,6,2,7,78.98,6,19,10.00,0.00,2,0.67,0,2,0,7,3,1,1.00,0.00,org.apache.commons.configuration2.plist.AbstractTestPListEvents,111.20,1,0,1,236.09,0,54,0.23,2,1,0,1,0
"TestXPathContextFactory",2,0.00,1.00,12,0.19,4996.71,3,1,8,2,4,105.76,9,24,14.00,0.00,1,0.00,0,0,2,4,1,2,1.00,0.00,java.lang.Object,114.99,0,0,0,584.95,2,117,0.00,2,0,0,1,0
"TestXPathExpressionEngine",40,0.13,1.07,185,2.83,65777.05,44,4,19,40,8,123.82,154,339,23.00,0.00,3,0.00,0,0,38,8,1,40,0.38,0.00,java.lang.Object,120.62,0,0,0,8502.30,5,1751,0.00,43,2,0,1,5
"TestXPathExpressionEngineInConfig",7,0.44,1.14,43,0.53,10429.82,10,3,9,7,4,113.80,29,76,7.00,0.00,2,0.00,0,0,7,4,1,7,0.71,0.00,java.lang.Object,116.34,0,0,0,1584.23,2,336,0.00,8,0,0,1,0
"TestYAMLConfiguration",10,0.06,1.00,44,0.62,14397.57,12,2,12,12,5,168.76,6,82,9.00,0.00,1,0.00,0,0,10,5,1,3,0.55,0.00,java.lang.Object,121.90,2,0,2,1859.65,2,394,0.00,10,0,0,1,0
"TrackedNodeHandler",4,0.00,1.00,12,0.09,1259.13,6,2,0,4,6,92.22,46,25,3.00,2.00,1,0.50,0,1,1,3,2,5,0.50,0.00,org.apache.commons.configuration2.tree.AbstractImmutableNodeHandler,133.30,0,0,0,264.90,0,73,0.00,4,3,3,0,1
"TrackedNodeModel",16,0.13,1.25,47,0.54,8931.77,20,4,3,16,12,84.02,126,106,10.00,70.00,3,0.00,1,0,9,8,1,10,0.12,1.00,java.lang.Object,131.63,0,1,0,1609.06,1,386,0.00,20,7,4,1,6
"TreeData",13,0.10,1.38,56,0.58,17752.31,19,6,3,13,12,75.98,99,105,11.00,36.00,3,0.50,0,1,1,5,2,13,0.26,0.00,org.apache.commons.configuration2.tree.AbstractImmutableNodeHandler,122.33,0,1,0,1735.14,0,401,0.00,18,12,7,0,4
"TreeUtils",3,0.00,3.00,28,0.39,19685.97,3,0,2,3,2,104.30,12,42,30.00,3.00,6,0.00,0,0,3,1,1,3,0.00,0.00,java.lang.Object,104.07,0,0,0,1174.55,0,214,0.00,9,0,1,2,1
"UnionCombiner",2,0.00,3.50,28,0.39,22660.64,2,0,2,2,5,108.94,134,48,35.00,2.00,4,0.50,0,1,0,2,2,6,0.00,0.00,org.apache.commons.configuration2.tree.NodeCombiner,95.52,0,0,0,1156.37,1,228,0.00,7,2,3,1,2
"VFSFileHandlerReloadingDetector",6,0.80,1.83,32,0.38,10400.36,7,1,9,7,5,68.11,56,67,25.00,10.00,4,0.50,0,1,3,4,2,7,0.33,0.00,org.apache.commons.configuration2.reloading.FileHandlerReloadingDetector,117.95,1,0,1,1133.22,1,242,0.11,11,3,1,1,2
"VFSFileSystem",10,1.00,4.30,140,2.36,141215.06,11,1,24,11,6,144.04,12,279,63.00,18.00,8,0.67,0,2,2,4,3,5,0.10,0.00,org.apache.commons.configuration2.io.DefaultFileSystem,94.58,1,0,1,7077.37,6,1271,0.00,43,8,2,1,2
"VFSFileSystem$VFSURLStreamHandler",2,1.00,1.00,6,0.05,641.53,3,1,24,2,0,173.12,4,13,5.00,2.00,1,0.50,0,1,1,0,2,1,0.50,0.00,java.net.URLStreamHandler,133.24,0,0,0,150.86,0,41,0.00,2,1,0,2,0
"ValueTransformer",1,0.00,1.00,2,0.01,68.50,1,0,0,1,7,96.98,8,4,0.00,1.00,1,0.00,0,0,0,0,1,2,0.00,0.00,,145.09,0,0,0,29.00,0,11,0.00,1,1,7,1,0
"VerifiableOutputStream",1,0.00,1.00,2,0.01,68.00,1,0,2,1,1,127.24,5,4,1.00,1.00,1,0.33,1,1,1,0,2,1,0.00,0.50,java.io.OutputStream,145.11,0,0,0,32.00,0,12,0.00,1,0,1,2,0
"XMLBeanDeclaration",25,0.03,1.52,119,1.48,53458.69,37,12,13,25,14,87.35,318,213,14.00,277.00,5,0.00,2,0,6,7,1,31,0.05,2.00,java.lang.Object,119.15,0,1,0,4442.05,1,947,0.00,38,19,7,1,14
"XMLBeanDeclaration$NodeData",9,0.50,1.11,28,0.32,7130.59,11,2,13,9,2,84.84,66,49,9.00,0.00,2,0.00,0,0,1,2,1,10,0.94,0.00,java.lang.Object,129.53,0,0,0,958.77,0,234,0.00,10,8,0,1,1
"XMLBuilderParameters",0,0.00,0.00,1,0.02,221.46,0,0,5,0,11,171.00,0,7,0.00,0.00,0,0.50,0,1,0,5,2,0,0.00,0.00,,171.00,0,0,0,66.44,0,20,0.00,0,0,6,1,0
"XMLBuilderParametersImpl",8,0.07,1.00,30,0.27,3663.19,14,6,3,8,12,133.61,30,58,7.00,32.00,1,0.75,0,3,1,2,4,2,0.23,0.00,org.apache.commons.configuration2.builder.HierarchicalBuilderParametersImpl,128.40,0,1,0,804.09,4,195,0.00,8,7,10,1,0
"XMLBuilderProperties",6,0.00,1.00,7,0.38,5247.72,6,0,2,6,3,105.69,40,9,0.00,6.00,1,0.00,0,0,0,0,1,42,0.00,0.00,,145.11,0,0,0,1151.55,0,257,0.00,6,6,3,1,0
"XMLConfiguration",37,0.02,2.00,274,3.93,172250.74,51,14,47,38,50,72.06,446,498,35.00,646.00,7,0.80,0,4,17,15,5,45,0.05,0.00,org.apache.commons.configuration2.BaseHierarchicalConfiguration,109.22,1,1,1,11786.03,10,2226,0.02,74,20,35,1,21
"XMLConfiguration$DefaultHandler",1,0.00,1.00,3,0.02,266.51,1,0,47,1,0,133.87,0,8,4.00,1.00,1,0.00,0,0,1,0,1,0,0.00,0.00,java.lang.Object,133.87,0,0,0,57.11,0,15,0.00,1,0,0,2,0
