Name, No. Methods, LCOM, AVCC, NOS, HBUG, HEFF, UWCS, INST, PACK, RFC, CBO, MI, CCML, NLOC, RVF, LCOM2, MAXCC, R-R, NSUB, NSUP, NCO, FOUT, DIT, CCOM, COH, S-R, Superclass, MINC, EXT, INTR, MPC, HVOL, HIER, HLTH, SIX, TCC, NQU, F-IN, MOD, LMC
"SoftRefHashMap",18,1.00,1.94,99,0.90,23570.84,19,1,9,19,0,107.17,83,120,13.00,34.00,5,0.00,0,0,4,0,1,20,0.06,0.00,java.lang.Object,118.39,1,1,1,2704.23,0,611,0.00,35,14,0,1,6
"SoftRefHashMap$Entry",5,0.25,1.00,16,0.12,2541.79,7,2,9,5,0,112.74,25,23,42.00,10.00,1,0.00,0,0,1,0,1,10,0.30,0.00,java.lang.Object,130.62,0,1,0,368.94,1,103,0.00,5,4,0,0,2
"SortedBag",3,0.00,1.00,4,0.08,769.23,3,0,1,3,6,160.86,10,5,0.00,3.00,1,0.50,0,1,0,1,2,9,0.00,0.00,,147.14,0,0,0,230.03,0,64,0.00,3,3,5,1,0
"StaticBucketMap",19,0.06,2.37,156,1.62,98471.95,22,3,8,19,4,57.51,181,235,11.00,3.00,4,0.00,0,0,6,0,1,28,0.39,0.00,java.lang.Object,107.10,0,1,0,4864.63,1,1017,0.00,45,13,4,2,5
"StaticBucketMap$EntryIterator",4,0.11,2.50,25,0.25,7536.20,7,3,8,5,1,114.95,0,33,6.00,2.00,5,0.00,0,0,1,1,1,0,0.42,0.00,java.lang.Object,114.95,1,1,1,749.80,0,167,0.00,10,3,0,1,3
"StaticBucketMap$EntrySet",5,0.00,1.80,29,0.28,7348.99,5,0,8,5,1,117.17,0,34,7.00,7.00,3,0.50,0,1,1,1,2,0,0.00,0.00,java.util.AbstractSet,117.17,0,0,0,847.75,1,183,0.00,9,4,0,1,3
"StaticBucketMap$KeyIterator",1,0.00,1.00,3,0.02,127.59,1,0,8,1,0,136.39,0,5,2.00,1.00,1,0.50,0,1,0,0,2,0,0.00,0.00,org.apache.commons.collections.EntryIterator,136.39,0,0,0,47.86,1,16,0.00,1,1,0,1,0
"StaticBucketMap$KeySet",5,0.00,1.40,21,0.20,6126.54,5,0,8,5,1,123.11,0,27,4.00,8.00,3,0.50,0,1,1,1,2,0,0.00,0.00,java.util.AbstractSet,123.11,0,0,0,590.47,2,135,0.00,7,4,0,1,3
"StaticBucketMap$Lock",0,0.00,0.00,2,0.00,11.61,1,1,8,0,0,171.00,0,3,0.00,0.00,0,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,171.00,0,0,0,11.61,0,5,0.00,0,0,0,3,0
"StaticBucketMap$Node",5,0.17,1.60,20,0.24,9641.15,8,3,8,5,0,169.17,3,36,48.00,0.00,4,0.00,0,0,0,0,1,1,0.47,0.00,java.lang.Object,122.30,0,1,0,726.84,0,171,0.00,8,5,0,2,0
"StaticBucketMap$ValueIterator",1,0.00,1.00,3,0.02,127.59,1,0,8,1,0,136.39,0,5,2.00,1.00,1,0.50,0,1,0,0,2,0,0.00,0.00,org.apache.commons.collections.EntryIterator,136.39,0,0,0,47.86,1,16,0.00,1,1,0,1,0
"StaticBucketMap$Values",3,0.00,1.00,7,0.04,383.91,3,0,8,3,1,140.45,0,11,2.00,3.00,1,0.50,0,1,1,1,2,0,0.00,0.00,java.util.AbstractCollection,140.45,0,0,0,120.92,0,39,0.00,3,2,0,1,2
"StringStack",12,0.27,1.83,63,0.58,28876.92,13,1,3,12,1,71.37,90,103,8.00,0.00,5,0.00,0,0,2,0,1,14,0.75,0.00,java.lang.Object,117.09,0,1,0,1738.45,0,395,0.00,22,10,1,1,5
"SynchronizedPriorityQueue",7,0.00,1.00,16,0.11,1450.14,8,1,1,7,1,100.63,46,33,5.00,0.00,1,0.00,0,0,3,1,1,8,1.00,0.00,java.lang.Object,139.14,0,1,0,323.38,0,96,0.00,7,4,0,2,0
"TransformIterator",3,0.00,1.00,7,0.05,304.01,3,0,1,3,2,91.47,26,12,0.00,3.00,1,0.67,0,2,3,2,3,4,0.00,0.00,org.apache.commons.collections.iterators.TransformIterator,141.25,0,0,0,135.66,0,44,0.18,3,0,0,1,0
"TransformIterator",7,1.00,1.14,19,0.12,1782.20,8,1,2,7,3,98.55,45,28,3.00,12.00,2,0.33,1,1,4,2,2,13,0.14,0.50,org.apache.commons.collections.iterators.ProxyIterator,135.62,0,0,0,352.42,1,102,0.14,8,3,1,1,2
"Transformer",1,0.00,1.00,2,0.01,100.06,1,0,0,1,6,164.40,3,3,0.00,1.00,1,0.00,0,0,0,0,1,1,0.00,0.00,,143.79,0,0,0,33.70,0,12,0.00,1,1,6,1,0
"TransformingComparator",3,0.25,1.00,12,0.11,1829.07,5,2,2,3,3,84.09,21,20,6.00,4.00,1,0.00,0,0,2,2,1,4,0.33,0.00,java.lang.Object,126.38,0,1,0,315.85,1,84,0.00,3,1,1,1,0
"TreeBag",6,0.00,1.00,14,0.10,831.14,6,0,4,6,3,150.47,21,21,6.00,6.00,1,0.50,0,1,3,3,2,4,0.00,0.00,org.apache.commons.collections.DefaultMapBag,140.18,0,1,0,287.66,4,88,0.00,6,3,0,1,0
"UnboundedFifoBuffer",10,0.19,2.80,68,0.88,57613.11,13,3,3,10,3,59.69,90,89,16.00,0.00,6,0.50,0,1,2,2,2,13,0.50,0.00,java.util.AbstractCollection,109.69,0,1,0,2643.36,1,540,0.00,28,8,1,2,2
"UnboundedFifoBuffer$Iterator",3,0.50,2.67,27,0.25,15293.72,5,2,3,3,1,153.51,2,37,3.00,0.00,5,0.00,0,0,1,1,1,2,0.83,0.00,java.lang.Object,105.60,0,0,0,757.18,2,160,0.00,8,2,0,1,2
"UniqueFilterIterator",1,0.00,1.00,3,0.02,137.56,1,0,3,1,2,115.99,14,5,0.00,1.00,1,0.67,0,2,1,2,3,3,0.00,0.00,org.apache.commons.collections.iterators.FilterIterator,136.13,0,0,0,51.19,0,17,0.00,1,0,0,1,0
"UniqueFilterIterator$UniquePredicate",1,0.00,1.00,4,0.03,312.69,2,1,3,2,1,128.66,0,6,2.00,0.00,1,0.00,0,0,0,1,1,0,1.00,0.00,java.lang.Object,128.66,1,1,1,86.73,0,25,0.00,1,1,0,2,0
System overview for No System Name
Name, No. Packages, NOS, AVCC, HBUG, HEFF, MI, CCML, NLOC, No. Classes, MINC, CCOM, No. Methods, TCC, HLTH, HVOL
"No System Name",3,6898,1.73,68.90,2749971.98,68.40,12059,10147,172,118.34,70,1365,2361,46707,206712.89
